id,dataset,label_type,sccs,class,fold,superfamily,family,length
d2cqva1,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,101
d1fhga_,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,102
d3d85d1,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,87
d3qp3a1,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,100
d1g1ca_,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,98
d1ncua1,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,97
d1koaa1,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,97
d1wita_,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,93
d4gafb1,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,101
d4gafb2,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,103
d4gafb3,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,106
d1rhfa2,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,85
d1vcaa2,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,90
d3ry4a1,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,85
d3ry4a2,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,85
d4hbqa2,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,108
d1waaa_,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,92
d3r4da2,SCOPe-ALL,family,b.1.1.4,b,b.1,b.1.1,b.1.1.4,92
d6a2ba2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,93
d6a2bb_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,94
d3p73a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,96
d2w59a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,103
d2w59a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,115
d3dbxa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,96
d5eb9a_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,112
d1u2ha_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,96
d4unua_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,109
d3puca1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,97
d4lldb_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,101
d3r0na1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,127
d2yd6a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,94
d2yd6a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,106
d3irga1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,97
d5tzma_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,90
d2nw2a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,111
d2nw2b1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,114
d2nw2b2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,129
d5wl1a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d2yxma1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,87
d6eh4d1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,111
d6np9a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,117
d6vrra1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,124
d6ddmc_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,94
d3m8oh2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,103
d2v9ta_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,107
d3p2ta1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d3p2ta2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,99
d4dzbb1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,116
d4gosa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,114
d6funa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,112
d4hbqa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,90
d2v44a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d2v44a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,94
d4p5ma2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,97
d6cr1h2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,104
d5jdda1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,85
d5jdda2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,88
d5jdda3,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,86
d5mola2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,108
d5mola3,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,106
d2a38a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,100
d2va4a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,92
d2va4a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,98
d2yz8a_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,90
d6dhba1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,107
d6c99a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,92
d3q0ha1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,108
d3ojmb2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,111
d3bn3b1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,87
d3bn3b2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,109
d6ovnb1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,118
d2illa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,99
d2illa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d7ahsa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,89
d7ahsa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,88
d7ahsa3,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,93
d4jfhe1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,116
d2h3na_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,99
d4c4ko1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,92
d4lfhd2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,86
d4lfhg1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,116
d5eiqa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,91
d6a77a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,89
d6hcia_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,97
d2v9qa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,101
d2oz4a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,84
d2oz4a2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,97
d2oz4a3,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,84
d5ifhh2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,102
d4jjha_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,118
d3kvqa_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,90
d3wyra1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,91
d5noia1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,106
d6isbc_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,108
d6arqa_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,111
d6nnfu_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,126
d6udjb1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,89
d6ue7a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,101
d6i9sa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,89
d6c6ma_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d4ra0c1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,104
d4u0qb1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,80
d4u0qb2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,101
d5fm5o1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,89
d2kdga1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,96
d2kkqa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,106
d2mq0a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,91
d2lvca1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,88
d2eo1a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d2dl9a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,90
d2edna1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,111
d2yr3a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,92
d2e6qa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,99
d2edfa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,90
d2enya1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,91
d2dkua1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,90
d2cr6a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,102
d2qhla_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,110
d4jvua1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,113
d2yz1a_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,114
d6xukl_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,214
d2or7a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,106
d4noba1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,114
d5vaaa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,105
d5vaaa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,102
d6c74a_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,111
d4jvwa_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,108
d3khqa_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,100
d6mraa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,108
d3bova_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,104
d5e5ub1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,104
d2lqra1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,105
d6l7za_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,117
d4ba8a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,100
d2dlta1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,93
d2iepa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d2iepa2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,92
d4q9ba_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,101
d6luoa1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,91
d4q97a1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,105
d4q9ca_,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,105
d2mklc1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,103
d2rika1,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,95
d2rika2,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,94
d2rika3,SCOPe-ALL,family,b.1.1.0,b,b.1,b.1.1,b.1.1.0,94
d1x4za1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,108
d1uc6a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,104
d2gysa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,103
d2gysa2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,114
d2gysa3,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,99
d2gysa4,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,102
d1wj3a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,104
d4gs7c1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,97
d4gs7c2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,98
d1bqua1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,95
d1bqua2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,115
d1i1ra1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,100
d1va9a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,109
d1x5aa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,94
d2djsa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,95
d1eerb1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,109
d1eerb2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,104
d6r2wt1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,106
d6r2wt2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,104
d1wfua1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,107
d1k85a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,86
d1x3da1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,105
d2crza1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,97
d1x4xa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,93
d1wk0a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,124
d2crma1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,107
d1x5xa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,96
d1fnfa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,94
d1fnfa2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,91
d1owwa_,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,93
d1j8ka_,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,94
d1cd9b1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,107
d1cd9b2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,106
d1axib1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,99
d1axib2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,106
d2ic2a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,107
d2ibga1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,95
d1wfta1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,110
d2dtge2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,196
d3f7pc1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,91
d3f7pc2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,113
d2yrza1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,105
d1fyhb1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,98
d1fyhb2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,114
d1y6kr1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,99
d1y6kr2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,106
d4gs7b1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,98
d4gs7b2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,104
d1iarb1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,96
d1iarb2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,101
d1n26a2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,102
d1n26a3,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,104
d1uena1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,112
d1ueya1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,114
d1v5ja1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,95
d1ujta1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,107
d1x5ya1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,98
d1x5ha1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,119
d1x5fa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,107
d1x5ka1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,111
d1x5ga1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,103
d1x5ia1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,113
d1x5ja1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,100
d2haza1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,101
d2vkxa2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,91
d1cfba1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,100
d1cfba2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,105
d2dlha1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,108
d2dn7a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,94
d2cspa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,117
d1wisa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,111
d1wf5a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,108
d1wfoa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,117
d1wfna1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,106
d1qr4a1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,87
d1tdqa2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,92
d1tdqa3,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,86
d2cuma1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,92
d2cuia1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,99
d2cuha1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,102
d3d85d2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,124
d3d85d3,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,94
d1bpva1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,103
d2rb8a_,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,93
d3n1fc_,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,99
d4lxoa1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,92
d4lxoa2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,92
d3s9db1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,98
d3s9db2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,95
d5n48b_,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,92
d3n0pb1,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,100
d3n0pb2,SCOPe-ALL,family,b.1.2.1,b,b.1,b.1.2,b.1.2.1,106
d4lpva1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,91
d4eq3a1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,99
d4eq3a2,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,107
d4n5ua1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,104
d3lpwa1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,99
d3lpwa2,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,95
d6tpua1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,93
d4n68a1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,98
d3wiha_,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,96
d3r8qa1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,92
d3r8qa2,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,90
d6xaxa1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,89
d5u8ra4,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,121
d5u8ra5,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,100
d2kbga_,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,102
d2ee2a1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,106
d2doca1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,106
d2dm4a1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,95
d2ee3a1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,95
d2dmka1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,114
d2dbja1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,111
d2e7ha1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,96
d2db8a1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,97
d2edya1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,96
d2yuxa1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,113
d6x39a1,SCOPe-ALL,family,b.1.2.0,b,b.1,b.1.2,b.1.2.0,101
d1b4ra_,SCOPe-ALL,family,b.1.3.1,b,b.1,b.1.3,b.1.3.1,80
d1l0qa1,SCOPe-ALL,family,b.1.3.1,b,b.1,b.1.3,b.1.3.1,90
d1wgoa1,SCOPe-ALL,family,b.1.3.1,b,b.1,b.1.3,b.1.3.1,110
d1yq2a1,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,112
d1yq2a2,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,93
d1jz8a1,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,114
d1jz8a2,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,105
d4cu7a2,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,120
d4cu7a5,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,119
d3hn3a2,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,103
d2je8a1,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,111
d2je8a2,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,81
d2je8a3,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,105
d2vzsa1,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,110
d2vzsa2,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,122
d2vzsa3,SCOPe-ALL,family,b.1.4.1,b,b.1,b.1.4,b.1.4.1,103
d6bjqa2,SCOPe-ALL,family,b.1.4.0,b,b.1,b.1.4,b.1.4.0,96
d5c71a2,SCOPe-ALL,family,b.1.4.0,b,b.1,b.1.4,b.1.4.0,95
d6jz2a2,SCOPe-ALL,family,b.1.4.0,b,b.1,b.1.4,b.1.4.0,93
