id,dataset,label_type,family,length
d3lqwa_,SCOPe-5K,family,3lqw,129
d2vnud2,SCOPe-5K,family,2vnu,88
d2vnud4,SCOPe-5K,family,2vnu,416
d2vnud3,SCOPe-5K,family,2vnu,148
d2vnud1,SCOPe-5K,family,2vnu,95
d1xdia2,SCOPe-5K,family,1xdi,118
d1xdia1,SCOPe-5K,family,1xdi,234
d6fmca1,SCOPe-5K,family,6fmc,155
d6p4la_,SCOPe-5K,family,6p4l,203
d2ovja1,SCOPe-5K,family,2ovj,199
d2fc7a1,SCOPe-5K,family,2fc7,69
d2amia_,SCOPe-5K,family,2ami,76
d3jy6a1,SCOPe-5K,family,3jy6,264
d2cu3a1,SCOPe-5K,family,2cu3,63
d1ydla1,SCOPe-5K,family,1ydl,66
d5a4ua2,SCOPe-5K,family,5a4u,126
d3d6nb2,SCOPe-5K,family,3d6n,149
d1vlaa1,SCOPe-5K,family,1vla,138
d1y7ya1,SCOPe-5K,family,1y7y,69
d3qqqa_,SCOPe-5K,family,3qqq,151
d3mcwa_,SCOPe-5K,family,3mcw,195
d7beva1,SCOPe-5K,family,7bev,122
d3lg3a_,SCOPe-5K,family,3lg3,419
d2jzka_,SCOPe-5K,family,2jzk,103
d2gv8a1,SCOPe-5K,family,2gv8,336
d2gv8a2,SCOPe-5K,family,2gv8,107
d6k92a_,SCOPe-5K,family,6k92,299
d7dhpa_,SCOPe-5K,family,7dhp,110
d1kfsa1,SCOPe-5K,family,1kfs,195
d1vkba1,SCOPe-5K,family,1vkb,149
d2oeza1,SCOPe-5K,family,2oez,244
d2ozbb1,SCOPe-5K,family,2ozb,249
d1mo9a1,SCOPe-5K,family,1mo9,262
d1mo9a2,SCOPe-5K,family,1mo9,121
d1mo9a3,SCOPe-5K,family,1mo9,140
d3q72a_,SCOPe-5K,family,3q72,166
d1na6a2,SCOPe-5K,family,1na6,220
d1na6a1,SCOPe-5K,family,1na6,175
d6hcwa2,SCOPe-5K,family,6hcw,352
d6hcwa1,SCOPe-5K,family,6hcw,148
d1k28a2,SCOPe-5K,family,1k28,215
d1k28a1,SCOPe-5K,family,1k28,124
d1k28a3,SCOPe-5K,family,1k28,216
d1k28d2,SCOPe-5K,family,1k28,176
d1k28d1,SCOPe-5K,family,1k28,197
d1v8pa_,SCOPe-5K,family,1v8p,132
d3ulla_,SCOPe-5K,family,3ull,115
d3cuqa1,SCOPe-5K,family,3cuq,142
d3cuqa2,SCOPe-5K,family,3cuq,77
d2wk1a_,SCOPe-5K,family,2wk1,249
d1h8ac1,SCOPe-5K,family,1h8a,57
d4r82a_,SCOPe-5K,family,4r82,170
d2fmya2,SCOPe-5K,family,2fmy,81
d2fmya1,SCOPe-5K,family,2fmy,134
d5ocna_,SCOPe-5K,family,5ocn,95
d2caya1,SCOPe-5K,family,2cay,130
d1rkua1,SCOPe-5K,family,1rku,205
d5mjza_,SCOPe-5K,family,5mjz,361
d2o7ta1,SCOPe-5K,family,2o7t,78
d2o7ta2,SCOPe-5K,family,2o7t,110
d5b3ka_,SCOPe-5K,family,5b3k,150
d1esda_,SCOPe-5K,family,1esd,302
d3t2ca_,SCOPe-5K,family,3t2c,389
d3eqza1,SCOPe-5K,family,3eqz,123
d4pf8a_,SCOPe-5K,family,4pf8,300
d2g7sa1,SCOPe-5K,family,2g7s,74
d2g7sa2,SCOPe-5K,family,2g7s,116
d2b3ta_,SCOPe-5K,family,2b3t,276
d1eu3a1,SCOPe-5K,family,1eu3,97
d1u5ka2,SCOPe-5K,family,1u5k,157
d1u5ka1,SCOPe-5K,family,1u5k,79
d4kxqa1,SCOPe-5K,family,4kxq,277
d5s9ga_,SCOPe-5K,family,5s9g,119
d2pula_,SCOPe-5K,family,2pul,392
d1w9sa_,SCOPe-5K,family,1w9s,134
d2dlua1,SCOPe-5K,family,2dlu,98
d3fi9a1,SCOPe-5K,family,3fi9,146
d3fi9a2,SCOPe-5K,family,3fi9,180
d1w3ba_,SCOPe-5K,family,1w3b,388
d1r0ka1,SCOPe-5K,family,1r0k,95
d6eo0a1,SCOPe-5K,family,6eo0,271
d1qusa_,SCOPe-5K,family,1qus,322
d1owwa_,SCOPe-5K,family,1oww,93
d2oola1,SCOPe-5K,family,2ool,194
d1a32a_,SCOPe-5K,family,1a32,85
d6dxna1,SCOPe-5K,family,6dxn,189
d1kzqa2,SCOPe-5K,family,1kzq,124
d1kzqa1,SCOPe-5K,family,1kzq,129
d2xfwa1,SCOPe-5K,family,2xfw,296
d2pzza1,SCOPe-5K,family,2pzz,132
d2g7ga2,SCOPe-5K,family,2g7g,132
d2g7ga1,SCOPe-5K,family,2g7g,65
d2q9va1,SCOPe-5K,family,2q9v,84
d2e6qa1,SCOPe-5K,family,2e6q,99
d1tzfa1,SCOPe-5K,family,1tzf,256
d1f6va1,SCOPe-5K,family,1f6v,90
d3mb5a1,SCOPe-5K,family,3mb5,253
d2qaia_,SCOPe-5K,family,2qai,97
d1nowa2,SCOPe-5K,family,1now,145
d1nowa1,SCOPe-5K,family,1now,353
d1l8wa_,SCOPe-5K,family,1l8w,291
d1v96a1,SCOPe-5K,family,1v96,148
d4cvqa_,SCOPe-5K,family,4cvq,404
d2ykza_,SCOPe-5K,family,2ykz,127
d1nyra2,SCOPe-5K,family,1nyr,59
d2vn6a_,SCOPe-5K,family,2vn6,151
d2vn6b_,SCOPe-5K,family,2vn6,64
d2oyra1,SCOPe-5K,family,2oyr,250
d2wvfa1,SCOPe-5K,family,2wvf,52
d2wvfa2,SCOPe-5K,family,2wvf,82
d2pbka_,SCOPe-5K,family,2pbk,228
d1k99a1,SCOPe-5K,family,1k99,90
d4p2fa_,SCOPe-5K,family,4p2f,189
d1ufya_,SCOPe-5K,family,1ufy,121
d5y30a_,SCOPe-5K,family,5y30,182
d3mr7a1,SCOPe-5K,family,3mr7,171
d4x9xa_,SCOPe-5K,family,4x9x,278
d2edya1,SCOPe-5K,family,2edy,96
d1pprm1,SCOPe-5K,family,1ppr,156
d3h7ta_,SCOPe-5K,family,3h7t,235
d6kxfc_,SCOPe-5K,family,6kxf,79
d4dhib_,SCOPe-5K,family,4dhi,238
d1nyna_,SCOPe-5K,family,1nyn,111
d1khca_,SCOPe-5K,family,1khc,137
d7k5za2,SCOPe-5K,family,7k5z,236
d2qsja1,SCOPe-5K,family,2qsj,130
d1lkoa1,SCOPe-5K,family,1lko,146
d1npsa_,SCOPe-5K,family,1nps,88
d3ubya1,SCOPe-5K,family,3uby,210
d1qd1a2,SCOPe-5K,family,1qd1,146
d1qd1a1,SCOPe-5K,family,1qd1,179
d6d8kd1,SCOPe-5K,family,6d8k,178
d3u5wa_,SCOPe-5K,family,3u5w,143
d1vhoa2,SCOPe-5K,family,1vho,249
d1vhoa1,SCOPe-5K,family,1vho,83
d1i0va_,SCOPe-5K,family,1i0v,104
d3vttb_,SCOPe-5K,family,3vtt,104
d5owca_,SCOPe-5K,family,5owc,122
d2pw8i1,SCOPe-5K,family,2pw8,63
d5l19a_,SCOPe-5K,family,5l19,150
d2bkwa1,SCOPe-5K,family,2bkw,382
d2icha1,SCOPe-5K,family,2ich,328
d7cmna2,SCOPe-5K,family,7cmn,152
d7cmna1,SCOPe-5K,family,7cmn,151
d1fhga_,SCOPe-5K,family,1fhg,102
d7eama_,SCOPe-5K,family,7eam,204
d3bpua1,SCOPe-5K,family,3bpu,82
d3eaza_,SCOPe-5K,family,3eaz,102
d1aoya_,SCOPe-5K,family,1aoy,78
d4a6ra_,SCOPe-5K,family,4a6r,426
d3bu8a_,SCOPe-5K,family,3bu8,204
d1ijqa1,SCOPe-5K,family,1ijq,266
d1ijqa2,SCOPe-5K,family,1ijq,50
d1wffa1,SCOPe-5K,family,1wff,72
d1c8ba_,SCOPe-5K,family,1c8b,371
d2q3wa_,SCOPe-5K,family,2q3w,109
d2qkga2,SCOPe-5K,family,2qkg,210
d2qkga3,SCOPe-5K,family,2qkg,151
d2qkga1,SCOPe-5K,family,2qkg,228
d2c3na2,SCOPe-5K,family,2c3n,161
d2c3na1,SCOPe-5K,family,2c3n,78
d2q0zx2,SCOPe-5K,family,2q0z,114
d2q0zx1,SCOPe-5K,family,2q0z,176
d2psba1,SCOPe-5K,family,2psb,296
d4oo4a_,SCOPe-5K,family,4oo4,105
d3c9za1,SCOPe-5K,family,3c9z,128
d3c9za2,SCOPe-5K,family,3c9z,129
d2zata_,SCOPe-5K,family,2zat,251
d1smba_,SCOPe-5K,family,1smb,149
d6nyta1,SCOPe-5K,family,6nyt,133
d1k9oi_,SCOPe-5K,family,1k9o,376
d6puva1,SCOPe-5K,family,6puv,128
d1ijba_,SCOPe-5K,family,1ijb,202
d5fxda2,SCOPe-5K,family,5fxd,288
d4a0yb_,SCOPe-5K,family,4a0y,118
d2c41a_,SCOPe-5K,family,2c41,155
d3hlya_,SCOPe-5K,family,3hly,145
d1s2oa1,SCOPe-5K,family,1s2o,244
d4rz9a_,SCOPe-5K,family,4rz9,179
d5l8ha_,SCOPe-5K,family,5l8h,336
d1uira_,SCOPe-5K,family,1uir,312
d1et9a1,SCOPe-5K,family,1et9,95
d1et9a2,SCOPe-5K,family,1et9,109
d1zpva1,SCOPe-5K,family,1zpv,83
d4f01a1,SCOPe-5K,family,4f01,118
d4f01a2,SCOPe-5K,family,4f01,96
d2bykb1,SCOPe-5K,family,2byk,89
d2byka1,SCOPe-5K,family,2byk,72
d6b9xc_,SCOPe-5K,family,6b9x,121
d6b9xb1,SCOPe-5K,family,6b9x,125
d6gsca1,SCOPe-5K,family,6gsc,65
d4arxa3,SCOPe-5K,family,4arx,147
d3eefa_,SCOPe-5K,family,3eef,173
d1rq5a2,SCOPe-5K,family,1rq5,98
d2lrba_,SCOPe-5K,family,2lrb,165
d6btya_,SCOPe-5K,family,6bty,122
d2ntka2,SCOPe-5K,family,2ntk,202
d6m96a1,SCOPe-5K,family,6m96,236
d4pzka_,SCOPe-5K,family,4pzk,159
d6krba_,SCOPe-5K,family,6krb,91
d1to3a1,SCOPe-5K,family,1to3,290
d6f05a1,SCOPe-5K,family,6f05,79
d1ogyb_,SCOPe-5K,family,1ogy,127
d3ho7a1,SCOPe-5K,family,3ho7,219
d6h5ta1,SCOPe-5K,family,6h5t,61
d2qupa_,SCOPe-5K,family,2qup,122
d2o9ga1,SCOPe-5K,family,2o9g,230
d1j83a_,SCOPe-5K,family,1j83,180
d2uzga1,SCOPe-5K,family,2uzg,95
d6q2ia_,SCOPe-5K,family,6q2i,106
d1ovma3,SCOPe-5K,family,1ovm,196
d1ovma1,SCOPe-5K,family,1ovm,161
d6enia_,SCOPe-5K,family,6eni,104
d5ycza_,SCOPe-5K,family,5ycz,181
d5lvoa_,SCOPe-5K,family,5lvo,287
d2ljpa_,SCOPe-5K,family,2ljp,119
d3tnla2,SCOPe-5K,family,3tnl,179
d3tnla1,SCOPe-5K,family,3tnl,109
d7jrjk_,SCOPe-5K,family,7jrj,158
d1g9la1,SCOPe-5K,family,1g9l,139
d2rfba_,SCOPe-5K,family,2rfb,341
d2ycfa_,SCOPe-5K,family,2ycf,301
d6we8a1,SCOPe-5K,family,6we8,163
d1k3ra1,SCOPe-5K,family,1k3r,71
d1k3ra2,SCOPe-5K,family,1k3r,192
d3rk1a_,SCOPe-5K,family,3rk1,225
d2ylba_,SCOPe-5K,family,2ylb,65
d3ey6a1,SCOPe-5K,family,3ey6,116
d1j9ba_,SCOPe-5K,family,1j9b,138
d1gmla_,SCOPe-5K,family,1gml,169
d3ftba_,SCOPe-5K,family,3ftb,334
d5ja1b_,SCOPe-5K,family,5ja1,66
d1hkya1,SCOPe-5K,family,1hky,78
d1w9pa1,SCOPe-5K,family,1w9p,334
d1w9pa2,SCOPe-5K,family,1w9p,62
d1lj5a_,SCOPe-5K,family,1lj5,379
d1f8fa2,SCOPe-5K,family,1f8f,174
d1f8fa1,SCOPe-5K,family,1f8f,195
d3tjra_,SCOPe-5K,family,3tjr,278
d2ap3a1,SCOPe-5K,family,2ap3,185
d3faua1,SCOPe-5K,family,3fau,79
d6euaa1,SCOPe-5K,family,6eua,214
d1c1ka_,SCOPe-5K,family,1c1k,217
d3p86a_,SCOPe-5K,family,3p86,267
d6kiha_,SCOPe-5K,family,6kih,400
d3nnsa_,SCOPe-5K,family,3nns,117
d4iyaa_,SCOPe-5K,family,4iya,283
d6fmea1,SCOPe-5K,family,6fme,434
d6fmea2,SCOPe-5K,family,6fme,70
d1jdwa_,SCOPe-5K,family,1jdw,360
d2pu3a_,SCOPe-5K,family,2pu3,207
d1vl2a2,SCOPe-5K,family,1vl2,236
d5o95a2,SCOPe-5K,family,5o95,169
d5o95a1,SCOPe-5K,family,5o95,73
d7bmla_,SCOPe-5K,family,7bml,161
d1s1da_,SCOPe-5K,family,1s1d,317
d3ze3a_,SCOPe-5K,family,3ze3,116
d1x36a_,SCOPe-5K,family,1x36,198
d4eiha_,SCOPe-5K,family,4eih,101
d2dt5a1,SCOPe-5K,family,2dt5,76
d2dt5a2,SCOPe-5K,family,2dt5,134
d2b3oa2,SCOPe-5K,family,2b3o,107
d3oxpa1,SCOPe-5K,family,3oxp,147
d2osoa2,SCOPe-5K,family,2oso,158
d5n9va1,SCOPe-5K,family,5n9v,78
d3b4da_,SCOPe-5K,family,3b4d,80
d4wk5a1,SCOPe-5K,family,4wk5,268
d1x3ea_,SCOPe-5K,family,1x3e,118
d3ov2a2,SCOPe-5K,family,3ov2,154
d2au7a_,SCOPe-5K,family,2au7,175
d1vpma_,SCOPe-5K,family,1vpm,155
d2c4ea_,SCOPe-5K,family,2c4e,299
d1jt8a_,SCOPe-5K,family,1jt8,102
d6ltfa_,SCOPe-5K,family,6ltf,334
d3f08a_,SCOPe-5K,family,3f08,137
d1mrza1,SCOPe-5K,family,1mrz,130
d1mrza2,SCOPe-5K,family,1mrz,157
d1k6da_,SCOPe-5K,family,1k6d,219
d1k5nb1,SCOPe-5K,family,1k5n,99
d1k5na2,SCOPe-5K,family,1k5n,181
d1k5na1,SCOPe-5K,family,1k5n,95
d2fura1,SCOPe-5K,family,2fur,193
d2puya1,SCOPe-5K,family,2puy,58
d2gana1,SCOPe-5K,family,2gan,182
d3f52a_,SCOPe-5K,family,3f52,77
d3e3ma1,SCOPe-5K,family,3e3m,277
d4jcma3,SCOPe-5K,family,4jcm,82
d1ohpa_,SCOPe-5K,family,1ohp,125
d1j24a_,SCOPe-5K,family,1j24,133
d4u1tb_,SCOPe-5K,family,4u1t,379
d2cg4a1,SCOPe-5K,family,2cg4,63
d2cg4a2,SCOPe-5K,family,2cg4,86
d2anra2,SCOPe-5K,family,2anr,73
d2anra1,SCOPe-5K,family,2anr,72
d1a73a_,SCOPe-5K,family,1a73,162
d1ly2a2,SCOPe-5K,family,1ly2,62
d1ly2a1,SCOPe-5K,family,1ly2,65
d2ckfb_,SCOPe-5K,family,2ckf,170
d2ckfa2,SCOPe-5K,family,2ckf,300
d2r8qa_,SCOPe-5K,family,2r8q,335
d5o0ya_,SCOPe-5K,family,5o0y,288
d3ddva1,SCOPe-5K,family,3ddv,143
d1hbka_,SCOPe-5K,family,1hbk,89
d6znva1,SCOPe-5K,family,6znv,114
d1i39a_,SCOPe-5K,family,1i39,200
d1wh9a1,SCOPe-5K,family,1wh9,79
d1xv2a_,SCOPe-5K,family,1xv2,232
d5mbub_,SCOPe-5K,family,5mbu,287
d7dhfa1,SCOPe-5K,family,7dhf,145
d1gkab_,SCOPe-5K,family,1gka,174
d3a3da1,SCOPe-5K,family,3a3d,452
d3ztpa_,SCOPe-5K,family,3ztp,141
d1x5ja1,SCOPe-5K,family,1x5j,100
d3raoa1,SCOPe-5K,family,3rao,347
d1smxa_,SCOPe-5K,family,1smx,87
d4peoa_,SCOPe-5K,family,4peo,106
d1n4wa2,SCOPe-5K,family,1n4w,132
d1n4wa1,SCOPe-5K,family,1n4w,368
d1w4ta1,SCOPe-5K,family,1w4t,277
d1ksqa1,SCOPe-5K,family,1ksq,73
d3a99a_,SCOPe-5K,family,3a99,273
d1wmib1,SCOPe-5K,family,1wmi,61
d1wmia1,SCOPe-5K,family,1wmi,88
d4r9oa_,SCOPe-5K,family,4r9o,293
d1yo6a1,SCOPe-5K,family,1yo6,250
d1w4va1,SCOPe-5K,family,1w4v,107
d1ug4a_,SCOPe-5K,family,1ug4,60
d1pfsa_,SCOPe-5K,family,1pfs,78
d3qvaa1,SCOPe-5K,family,3qva,108
d3f0pa1,SCOPe-5K,family,3f0p,80
d3f0pa2,SCOPe-5K,family,3f0p,128
d1boua_,SCOPe-5K,family,1bou,132
d1boub_,SCOPe-5K,family,1bou,298
d2fwka_,SCOPe-5K,family,2fwk,92
d1q33a_,SCOPe-5K,family,1q33,292
d6xawa_,SCOPe-5K,family,6xaw,69
d4ggca_,SCOPe-5K,family,4ggc,313
d2gmya1,SCOPe-5K,family,2gmy,147
d1v6pa_,SCOPe-5K,family,1v6p,62
d5ju7a1,SCOPe-5K,family,5ju7,106
d4myla_,SCOPe-5K,family,4myl,297
d1zgma2,SCOPe-5K,family,1zgm,149
d1zgma1,SCOPe-5K,family,1zgm,87
d2jbha_,SCOPe-5K,family,2jbh,219
d4ns0a_,SCOPe-5K,family,4ns0,128
d1ex2a_,SCOPe-5K,family,1ex2,185
d6nkha_,SCOPe-5K,family,6nkh,261
d1h8la2,SCOPe-5K,family,1h8l,301
d1h8la1,SCOPe-5K,family,1h8l,79
d1xs5a_,SCOPe-5K,family,1xs5,240
d5w83b_,SCOPe-5K,family,5w83,199
d5w83a_,SCOPe-5K,family,5w83,175
d1pd3a_,SCOPe-5K,family,1pd3,54
d4isya1,SCOPe-5K,family,4isy,386
d1k8ua_,SCOPe-5K,family,1k8u,89
d2cb9a_,SCOPe-5K,family,2cb9,219
d4bvqa1,SCOPe-5K,family,4bvq,363
d2q2ba_,SCOPe-5K,family,2q2b,150
d1r29a_,SCOPe-5K,family,1r29,122
d2ed6a1,SCOPe-5K,family,2ed6,170
d1zcca1,SCOPe-5K,family,1zcc,240
d2ltpa_,SCOPe-5K,family,2ltp,71
d3kmua_,SCOPe-5K,family,3kmu,267
d4dwra1,SCOPe-5K,family,4dwr,480
d6hnma_,SCOPe-5K,family,6hnm,128
d3lmka_,SCOPe-5K,family,3lmk,471
d2cpwa1,SCOPe-5K,family,2cpw,51
d2hnba_,SCOPe-5K,family,2hnb,147
d2xcza_,SCOPe-5K,family,2xcz,114
d2e2ra_,SCOPe-5K,family,2e2r,228
d2hj2a1,SCOPe-5K,family,2hj2,110
d2hj2a3,SCOPe-5K,family,2hj2,144
d2hj2a2,SCOPe-5K,family,2hj2,126
d5gj3a1,SCOPe-5K,family,5gj3,265
d1jvra_,SCOPe-5K,family,1jvr,137
d5j6ca_,SCOPe-5K,family,5j6c,173
d6wx3a_,SCOPe-5K,family,6wx3,268
d6wx3b_,SCOPe-5K,family,6wx3,389
d1gsaa2,SCOPe-5K,family,1gsa,192
d1gsaa1,SCOPe-5K,family,1gsa,122
d1g61a_,SCOPe-5K,family,1g61,225
d7bjud_,SCOPe-5K,family,7bju,243
d2xsta_,SCOPe-5K,family,2xst,154
d2f4wa1,SCOPe-5K,family,2f4w,157
d3mdqa1,SCOPe-5K,family,3mdq,125
d3mdqa2,SCOPe-5K,family,3mdq,187
d1qksa1,SCOPe-5K,family,1qks,127
d1qksa2,SCOPe-5K,family,1qks,432
d3q27a_,SCOPe-5K,family,3q27,396
d1ihua1,SCOPe-5K,family,1ihu,296
d1ihua2,SCOPe-5K,family,1ihu,276
d5zcea2,SCOPe-5K,family,5zce,80
d7caxa_,SCOPe-5K,family,7cax,240
d3k5ba1,SCOPe-5K,family,3k5b,111
d2ij2a_,SCOPe-5K,family,2ij2,453
d4elda_,SCOPe-5K,family,4eld,117
d1azza_,SCOPe-5K,family,1azz,226
d1q8ia2,SCOPe-5K,family,1q8i,394
d1q8ia1,SCOPe-5K,family,1q8i,388
d3ci0k2,SCOPe-5K,family,3ci0,110
d3ci0k3,SCOPe-5K,family,3ci0,107
d3ci0j1,SCOPe-5K,family,3ci0,154
d3ci0k1,SCOPe-5K,family,3ci0,71
d3ci0i1,SCOPe-5K,family,3ci0,84
d2p8ta2,SCOPe-5K,family,2p8t,117
d2p8ta1,SCOPe-5K,family,2p8t,69
d1w6xa1,SCOPe-5K,family,1w6x,55
d6v7na1,SCOPe-5K,family,6v7n,370
d4ztka_,SCOPe-5K,family,4ztk,299
d3ai3a_,SCOPe-5K,family,3ai3,263
d2qhpa_,SCOPe-5K,family,2qhp,294
d1xaua_,SCOPe-5K,family,1xau,104
d1u7la_,SCOPe-5K,family,1u7l,388
d3d1kb_,SCOPe-5K,family,3d1k,146
d3d1ka_,SCOPe-5K,family,3d1k,142
d1vpra1,SCOPe-5K,family,1vpr,351
d1jsxa_,SCOPe-5K,family,1jsx,207
d2pv1a_,SCOPe-5K,family,2pv1,103
d1hjsa_,SCOPe-5K,family,1hjs,332
d2kv3a1,SCOPe-5K,family,2kv3,130
d3rjta1,SCOPe-5K,family,3rjt,213
d1w1oa1,SCOPe-5K,family,1w1o,289
d3dema3,SCOPe-5K,family,3dem,113
d1wspa1,SCOPe-5K,family,1wsp,83
d2vs0a_,SCOPe-5K,family,2vs0,83
d1yyva1,SCOPe-5K,family,1yyv,114
d3rbaa_,SCOPe-5K,family,3rba,157
d2p2ea1,SCOPe-5K,family,2p2e,117
d2bjua1,SCOPe-5K,family,2bju,329
d3p8ka1,SCOPe-5K,family,3p8k,260
d5ie8a_,SCOPe-5K,family,5ie8,89
d4feva_,SCOPe-5K,family,4fev,267
d2dk4a1,SCOPe-5K,family,2dk4,63
d2fuea_,SCOPe-5K,family,2fue,246
d3d9sa1,SCOPe-5K,family,3d9s,244
d1iuka_,SCOPe-5K,family,1iuk,136
d1zsqa2,SCOPe-5K,family,1zsq,387
d1zsqa1,SCOPe-5K,family,1zsq,126
d2b7ea1,SCOPe-5K,family,2b7e,56
d5ctma_,SCOPe-5K,family,5ctm,233
d3tpfa2,SCOPe-5K,family,3tpf,161
d2gtvx1,SCOPe-5K,family,2gtv,101
d7jjka_,SCOPe-5K,family,7jjk,71
d5frda1,SCOPe-5K,family,5frd,252
d1rtwa_,SCOPe-5K,family,1rtw,206
d4h31a1,SCOPe-5K,family,4h31,152
d4h31a2,SCOPe-5K,family,4h31,181
d6z8mb_,SCOPe-5K,family,6z8m,483
d2d29a1,SCOPe-5K,family,2d29,153
d2d29a2,SCOPe-5K,family,2d29,233
d3bwha_,SCOPe-5K,family,3bwh,244
d2cpta1,SCOPe-5K,family,2cpt,104
d1ogmx1,SCOPe-5K,family,1ogm,199
d1ogmx2,SCOPe-5K,family,1ogm,373
d1rr7a_,SCOPe-5K,family,1rr7,94
d2if4a2,SCOPe-5K,family,2if4,132
d2mzra1,SCOPe-5K,family,2mzr,93
d1c4za_,SCOPe-5K,family,1c4z,350
d3bvxa1,SCOPe-5K,family,3bvx,111
d3bvxa3,SCOPe-5K,family,3bvx,381
d4e6ma1,SCOPe-5K,family,4e6m,122
d4e6ma2,SCOPe-5K,family,4e6m,278
d2guda1,SCOPe-5K,family,2gud,121
d4ha4a_,SCOPe-5K,family,4ha4,489
d2ca6a_,SCOPe-5K,family,2ca6,344
d2f3na1,SCOPe-5K,family,2f3n,64
d1t5ja1,SCOPe-5K,family,1t5j,300
d1ij5a_,SCOPe-5K,family,1ij5,321
d3ebya1,SCOPe-5K,family,3eby,157
d4bex1_,SCOPe-5K,family,4bex,166
d3h8qa1,SCOPe-5K,family,3h8q,106
d1wh2a1,SCOPe-5K,family,1wh2,65
d2bdva1,SCOPe-5K,family,2bdv,217
d3v9oa_,SCOPe-5K,family,3v9o,127
d4ousa_,SCOPe-5K,family,4ous,132
d1k8fa_,SCOPe-5K,family,1k8f,157
d1ui5a2,SCOPe-5K,family,1ui5,133
d1ui5a1,SCOPe-5K,family,1ui5,71
d3na8a_,SCOPe-5K,family,3na8,291
d1mila1,SCOPe-5K,family,1mil,102
d1xg8a1,SCOPe-5K,family,1xg8,101
d5huoa1,SCOPe-5K,family,5huo,111
d1dq3a3,SCOPe-5K,family,1dq3,98
d1dq3a1,SCOPe-5K,family,1dq3,169
d1dq3a2,SCOPe-5K,family,1dq3,79
d1dq3a4,SCOPe-5K,family,1dq3,109
d6ll8a_,SCOPe-5K,family,6ll8,306
d5zsxa1,SCOPe-5K,family,5zsx,142
d1jh3a_,SCOPe-5K,family,1jh3,99
d4agka_,SCOPe-5K,family,4agk,152
d3cnxa1,SCOPe-5K,family,3cnx,153
d1nuia1,SCOPe-5K,family,1nui,192
d1nuia2,SCOPe-5K,family,1nui,54
d1k3xa1,SCOPe-5K,family,1k3x,89
d1k3xa2,SCOPe-5K,family,1k3x,124
d4ntka_,SCOPe-5K,family,4ntk,121
d3hcna_,SCOPe-5K,family,3hcn,359
d3dmba1,SCOPe-5K,family,3dmb,145
d1rmda2,SCOPe-5K,family,1rmd,86
d3li9a_,SCOPe-5K,family,3li9,262
d5byud_,SCOPe-5K,family,5byu,103
d2atpb1,SCOPe-5K,family,2atp,115
d1wxxa1,SCOPe-5K,family,1wxx,64
d1wxxa2,SCOPe-5K,family,1wxx,318
d1c17m_,SCOPe-5K,family,1c17,171
d1jfba_,SCOPe-5K,family,1jfb,399
d1wjta1,SCOPe-5K,family,1wjt,90
d6jh7a_,SCOPe-5K,family,6jh7,263
d2onfa1,SCOPe-5K,family,2onf,139
d1ng6a_,SCOPe-5K,family,1ng6,148
d1cc7a_,SCOPe-5K,family,1cc7,72
d1mbaa_,SCOPe-5K,family,1mba,146
d1yxma1,SCOPe-5K,family,1yxm,297
d2yz1a_,SCOPe-5K,family,2yz1,114
d1k85a1,SCOPe-5K,family,1k85,86
d3e9da_,SCOPe-5K,family,3e9d,250
d2q4xa_,SCOPe-5K,family,2q4x,215
d6ypea_,SCOPe-5K,family,6ype,205
d3a04a_,SCOPe-5K,family,3a04,367
d4b0ha_,SCOPe-5K,family,4b0h,130
d1c20a_,SCOPe-5K,family,1c20,128
d1qqra_,SCOPe-5K,family,1qqr,138
d3m7ng2,SCOPe-5K,family,3m7n,79
d1wh3a1,SCOPe-5K,family,1wh3,74
d6z3ja_,SCOPe-5K,family,6z3j,105
d2dkua1,SCOPe-5K,family,2dku,90
d1z1wa3,SCOPe-5K,family,1z1w,75
d1z1wa1,SCOPe-5K,family,1z1w,170
d1z1wa4,SCOPe-5K,family,1z1w,291
d1z1wa2,SCOPe-5K,family,1z1w,244
d1lf9a2,SCOPe-5K,family,1lf9,277
d1lf9a1,SCOPe-5K,family,1lf9,397
d7bzka_,SCOPe-5K,family,7bzk,112
d7bzkb_,SCOPe-5K,family,7bzk,102
d4nhba_,SCOPe-5K,family,4nhb,303
d1d8ba_,SCOPe-5K,family,1d8b,81
d1hdoa_,SCOPe-5K,family,1hdo,205
d3czya_,SCOPe-5K,family,3czy,214
d5kina_,SCOPe-5K,family,5kin,257
d1wi9a1,SCOPe-5K,family,1wi9,59
d1yoaa1,SCOPe-5K,family,1yoa,159
d2fsqa1,SCOPe-5K,family,2fsq,232
d1ecsa_,SCOPe-5K,family,1ecs,120
d2b9da1,SCOPe-5K,family,2b9d,50
d2dnqa1,SCOPe-5K,family,2dnq,77
d2y5sa1,SCOPe-5K,family,2y5s,289
d1bpva1,SCOPe-5K,family,1bpv,103
d1j7xa_,SCOPe-5K,family,1j7x,302
d2cpda1,SCOPe-5K,family,2cpd,86
d3erwa_,SCOPe-5K,family,3erw,134
d1jyha_,SCOPe-5K,family,1jyh,155
d2d5fa1,SCOPe-5K,family,2d5f,243
d2d5fa2,SCOPe-5K,family,2d5f,168
d6xala_,SCOPe-5K,family,6xal,398
d6ulla_,SCOPe-5K,family,6ull,231
d1suua_,SCOPe-5K,family,1suu,304
